id,season,division,round,localTeam,visitorTeam,localGoals,visitorGoals,date,timestamp
1410,1972-73,1,12,Espanol,Betis,2,2,26/11/1972,91580400
1411,1972-73,1,12,Sporting de Gijon,Barcelona,1,1,26/11/1972,91580400
1412,1972-73,1,12,CD Malaga,Deportivo,4,1,26/11/1972,91580400
1413,1972-73,1,12,Real Sociedad,Valencia,2,1,26/11/1972,91580400
1414,1972-73,1,12,Real Madrid,Burgos,2,0,26/11/1972,91580400
1415,1972-73,1,13,Barcelona,Las Palmas,3,1,03/12/1972,92185200
1416,1972-73,1,13,Betis,Atletico de Bilbao,0,0,03/12/1972,92185200
1417,1972-73,1,13,Burgos,Atletico de Madrid,0,1,03/12/1972,92185200
1418,1972-73,1,13,Deportivo,Celta de Vigo,1,0,03/12/1972,92185200
1419,1972-73,1,13,Granada,Sporting de Gijon,1,0,03/12/1972,92185200
1420,1972-73,1,13,Real Madrid,Espanol,1,0,03/12/1972,92185200
1421,1972-73,1,13,Oviedo,Real Sociedad,1,1,03/12/1972,92185200
1422,1972-73,1,13,Valencia,CD Malaga,2,1,03/12/1972,92185200
1423,1972-73,1,13,Zaragoza,Castellon,0,1,03/12/1972,92185200
1424,1972-73,1,14,Las Palmas,Granada,1,0,09/12/1972,92703600
1425,1972-73,1,14,Atletico de Bilbao,Real Madrid,2,1,10/12/1972,92790000
1426,1972-73,1,14,Atletico de Madrid,Barcelona,2,0,10/12/1972,92790000
1427,1972-73,1,14,Castellon,Deportivo,2,0,10/12/1972,92790000
1428,1972-73,1,14,Celta de Vigo,Valencia,1,0,10/12/1972,92790000
1429,1972-73,1,14,Espanol,Burgos,2,0,10/12/1972,92790000
1430,1972-73,1,14,Sporting de Gijon,Zaragoza,3,0,10/12/1972,92790000
1431,1972-73,1,14,CD Malaga,Oviedo,1,1,10/12/1972,92790000
1432,1972-73,1,14,Real Sociedad,Betis,2,1,10/12/1972,92790000
1433,1972-73,1,15,Betis,CD Malaga,0,1,17/12/1972,93394800
1434,1972-73,1,15,Burgos,Barcelona,0,0,17/12/1972,93394800
1435,1972-73,1,15,Deportivo,Sporting de Gijon,2,1,17/12/1972,93394800
1436,1972-73,1,15,Espanol,Atletico de Bilbao,0,0,17/12/1972,93394800
1437,1972-73,1,15,Granada,Atletico de Madrid,0,1,17/12/1972,93394800
1438,1972-73,1,15,Real Madrid,Real Sociedad,6,1,17/12/1972,93394800
1439,1972-73,1,15,Oviedo,Celta de Vigo,0,0,17/12/1972,93394800
1440,1972-73,1,15,Valencia,Castellon,4,2,17/12/1972,93394800
1441,1972-73,1,15,Zaragoza,Las Palmas,1,0,17/12/1972,93394800
1442,1972-73,1,16,Celta de Vigo,Betis,0,0,30/12/1972,94518000
1443,1972-73,1,16,Las Palmas,Deportivo,3,0,30/12/1972,94518000
1444,1972-73,1,16,Real Sociedad,Espanol,4,1,30/12/1972,94518000
1445,1972-73,1,16,Atletico de Madrid,Zaragoza,0,0,31/12/1972,94604400
1446,1972-73,1,16,Barcelona,Granada,3,0,31/12/1972,94604400
1447,1972-73,1,16,Burgos,Atletico de Bilbao,5,1,31/12/1972,94604400
1448,1972-73,1,16,Castellon,Oviedo,2,0,31/12/1972,94604400
1449,1972-73,1,16,Sporting de Gijon,Valencia,1,1,31/12/1972,94604400
1450,1972-73,1,16,CD Malaga,Real Madrid,1,0,31/12/1972,94604400
1451,1972-73,1,17,Atletico de Bilbao,Real Sociedad,2,1,07/01/1973,95209200
1452,1972-73,1,17,Betis,Castellon,2,0,07/01/1973,95209200
1453,1972-73,1,17,Deportivo,Atletico de Madrid,1,1,07/01/1973,95209200
1454,1972-73,1,17,Espanol,CD Malaga,1,0,07/01/1973,95209200
1455,1972-73,1,17,Granada,Burgos,2,0,07/01/1973,95209200
1456,1972-73,1,17,Real Madrid,Celta de Vigo,1,0,07/01/1973,95209200
1457,1972-73,1,17,Oviedo,Sporting de Gijon,1,0,07/01/1973,95209200
1458,1972-73,1,17,Valencia,Las Palmas,0,0,07/01/1973,95209200
1459,1972-73,1,17,Zaragoza,Barcelona,0,2,07/01/1973,95209200
1460,1972-73,1,18,Atletico de Bilbao,CD Malaga,2,0,21/01/1973,96418800
1461,1972-73,1,18,Betis,Sporting de Gijon,2,0,21/01/1973,96418800
1462,1972-73,1,18,Deportivo,Barcelona,0,1,21/01/1973,96418800
1463,1972-73,1,18,Espanol,Celta de Vigo,4,2,21/01/1973,96418800
1464,1972-73,1,18,Real Sociedad,Burgos,5,1,21/01/1973,96418800
1465,1972-73,1,18,Real Madrid,Castellon,2,0,21/01/1973,96418800
1466,1972-73,1,18,Oviedo,Las Palmas,3,0,21/01/1973,96418800
1467,1972-73,1,18,Valencia,Atletico de Madrid,1,2,21/01/1973,96418800
1468,1972-73,1,18,Zaragoza,Granada,2,0,21/01/1973,96418800
1469,1972-73,1,19,Las Palmas,Betis,2,0,27/01/1973,96937200
1470,1972-73,1,19,Atletico de Madrid,Oviedo,2,1,28/01/1973,97023600
1471,1972-73,1,19,Barcelona,Valencia,0,0,28/01/1973,97023600
1472,1972-73,1,19,Burgos,Zaragoza,3,0,28/01/1973,97023600
1473,1972-73,1,19,Castellon,Espanol,2,0,28/01/1973,97023600
1474,1972-73,1,19,Celta de Vigo,Atletico de Bilbao,1,0,28/01/1973,97023600
1475,1972-73,1,19,Sporting de Gijon,Real Madrid,1,0,28/01/1973,97023600
1476,1972-73,1,19,Granada,Deportivo,2,0,28/01/1973,97023600
1477,1972-73,1,19,CD Malaga,Real Sociedad,3,0,28/01/1973,97023600
1478,1972-73,1,20,Atletico de Bilbao,Castellon,1,1,04/02/1973,97628400
1479,1972-73,1,20,Betis,Atletico de Madrid,1,0,04/02/1973,97628400
1480,1972-73,1,20,Deportivo,Zaragoza,0,0,04/02/1973,97628400
1481,1972-73,1,20,Espanol,Sporting de Gijon,3,0,04/02/1973,97628400
1482,1972-73,1,20,CD Malaga,Burgos,3,0,04/02/1973,97628400
1483,1972-73,1,20,Real Sociedad,Celta de Vigo,1,0,04/02/1973,97628400
1484,1972-73,1,20,Real Madrid,Las Palmas,2,1,04/02/1973,97628400
1485,1972-73,1,20,Oviedo,Barcelona,0,0,04/02/1973,97628400
1486,1972-73,1,20,Valencia,Granada,0,0,04/02/1973,97628400
1487,1972-73,1,21,Las Palmas,Espanol,0,2,10/02/1973,98146800
1488,1972-73,1,21,Atletico de Madrid,Real Madrid,1,2,11/02/1973,98233200
1489,1972-73,1,21,Barcelona,Betis,2,0,11/02/1973,98233200
1490,1972-73,1,21,Burgos,Deportivo,0,0,11/02/1973,98233200
1491,1972-73,1,21,Castellon,Real Sociedad,3,0,11/02/1973,98233200
1492,1972-73,1,21,Celta de Vigo,CD Malaga,1,0,11/02/1973,98233200
1493,1972-73,1,21,Sporting de Gijon,Atletico de Bilbao,2,0,11/02/1973,98233200
1494,1972-73,1,21,Granada,Oviedo,4,0,11/02/1973,98233200
1495,1972-73,1,21,Zaragoza,Valencia,0,1,11/02/1973,98233200
1496,1972-73,1,22,Atletico de Bilbao,Las Palmas,1,0,25/02/1973,99442800
1497,1972-73,1,22,Betis,Granada,0,0,25/02/1973,99442800
1498,1972-73,1,22,Celta de Vigo,Burgos,1,0,25/02/1973,99442800
1499,1972-73,1,22,Espanol,Atletico de Madrid,2,1,25/02/1973,99442800
1500,1972-73,1,22,CD Malaga,Castellon,1,1,25/02/1973,99442800
1501,1972-73,1,22,Real Sociedad,Sporting de Gijon,0,0,25/02/1973,99442800
1502,1972-73,1,22,Real Madrid,Barcelona,0,0,25/02/1973,99442800
1503,1972-73,1,22,Oviedo,Zaragoza,2,0,25/02/1973,99442800
1504,1972-73,1,22,Valencia,Deportivo,0,1,25/02/1973,99442800
1505,1972-73,1,23,Las Palmas,Real Sociedad,1,0,03/03/1973,99961200
1506,1972-73,1,23,Atletico de Madrid,Atletico de Bilbao,2,1,04/03/1973,100047600
1507,1972-73,1,23,Barcelona,Espanol,0,1,04/03/1973,100047600
1508,1972-73,1,23,Burgos,Valencia,2,1,04/03/1973,100047600
1509,1972-73,1,23,Castellon,Celta de Vigo,5,1,04/03/1973,100047600
1510,1972-73,1,23,Deportivo,Oviedo,1,1,04/03/1973,100047600
1511,1972-73,1,23,Sporting de Gijon,CD Malaga,2,0,04/03/1973,100047600
1512,1972-73,1,23,Granada,Real Madrid,1,2,04/03/1973,100047600
1513,1972-73,1,23,Zaragoza,Betis,3,2,04/03/1973,100047600
1514,1972-73,1,24,Atletico de Bilbao,Barcelona,0,1,11/03/1973,100652400
1515,1972-73,1,24,Betis,Deportivo,2,0,11/03/1973,100652400
1516,1972-73,1,24,Celta de Vigo,Sporting de Gijon,3,0,11/03/1973,100652400
1517,1972-73,1,24,Espanol,Granada,2,1,11/03/1973,100652400
1518,1972-73,1,24,CD Malaga,Las Palmas,0,1,11/03/1973,100652400
1519,1972-73,1,24,Real Sociedad,Atletico de Madrid,0,1,11/03/1973,100652400
1520,1972-73,1,24,Real Madrid,Zaragoza,0,0,11/03/1973,100652400
1521,1972-73,1,24,Oviedo,Valencia,3,1,11/03/1973,100652400
1522,1972-73,1,24,Castellon,Burgos,3,1,13/03/1973,100825200
1523,1972-73,1,25,Las Palmas,Celta de Vigo,0,0,17/03/1973,101170800
1524,1972-73,1,25,Atletico de Madrid,CD Malaga,1,1,18/03/1973,101257200
1525,1972-73,1,25,Barcelona,Real Sociedad,1,0,18/03/1973,101257200
1526,1972-73,1,25,Burgos,Oviedo,0,1,18/03/1973,101257200
1527,1972-73,1,25,Deportivo,Real Madrid,0,0,18/03/1973,101257200
1528,1972-73,1,25,Sporting de Gijon,Castellon,1,0,18/03/1973,101257200
1529,1972-73,1,25,Granada,Atletico de Bilbao,0,0,18/03/1973,101257200
1530,1972-73,1,25,Valencia,Betis,2,0,18/03/1973,101257200
1531,1972-73,1,25,Zaragoza,Espanol,1,0,18/03/1973,101257200
1532,1972-73,1,26,Castellon,Las Palmas,2,1,24/03/1973,101775600
1533,1972-73,1,26,Atletico de Bilbao,Zaragoza,1,0,25/03/1973,101862000
1534,1972-73,1,26,Betis,Oviedo,0,0,25/03/1973,101862000
1535,1972-73,1,26,Celta de Vigo,Atletico de Madrid,0,1,25/03/1973,101862000
1536,1972-73,1,26,Espanol,Deportivo,2,1,25/03/1973,101862000
1537,1972-73,1,26,Sporting de Gijon,Burgos,1,2,25/03/1973,101862000
1538,1972-73,1,26,CD Malaga,Barcelona,2,1,25/03/1973,101862000
1539,1972-73,1,26,Real Sociedad,Granada,1,0,25/03/1973,101862000
1540,1972-73,1,26,Real Madrid,Valencia,2,1,25/03/1973,101862000
1541,1972-73,1,27,Las Palmas,Sporting de Gijon,1,1,31/03/1973,102376800
1542,1972-73,1,27,Atletico de Madrid,Castellon,1,0,01/04/1973,102463200
1543,1972-73,1,27,Barcelona,Celta de Vigo,2,0,01/04/1973,102463200
1544,1972-73,1,27,Burgos,Betis,2,1,01/04/1973,102463200
1545,1972-73,1,27,Deportivo,Atletico de Bilbao,2,1,01/04/1973,102463200
1546,1972-73,1,27,Granada,CD Malaga,2,0,01/04/1973,102463200
1547,1972-73,1,27,Oviedo,Real Madrid,1,2,01/04/1973,102463200
1548,1972-73,1,27,Valencia,Espanol,1,0,01/04/1973,102463200
1549,1972-73,1,27,Zaragoza,Real Sociedad,1,1,01/04/1973,102463200
1550,1972-73,1,28,Las Palmas,Burgos,4,1,07/04/1973,102981600
1551,1972-73,1,28,Real Madrid,Betis,1,1,07/04/1973,102981600
1552,1972-73,1,28,Atletico de Bilbao,Valencia,2,0,08/04/1973,103068000
1553,1972-73,1,28,Castellon,Barcelona,4,0,08/04/1973,103068000
1554,1972-73,1,28,Celta de Vigo,Granada,0,0,08/04/1973,103068000
1555,1972-73,1,28,Espanol,Oviedo,3,0,08/04/1973,103068000
1556,1972-73,1,28,Sporting de Gijon,Atletico de Madrid,2,3,08/04/1973,103068000
1557,1972-73,1,28,CD Malaga,Zaragoza,2,1,08/04/1973,103068000
1558,1972-73,1,28,Real Sociedad,Deportivo,2,0,08/04/1973,103068000
1559,1972-73,1,29,Atletico de Madrid,Las Palmas,2,1,15/04/1973,103672800
1560,1972-73,1,29,Barcelona,Sporting de Gijon,3,1,15/04/1973,103672800
1561,1972-73,1,29,Betis,Espanol,2,2,15/04/1973,103672800
1562,1972-73,1,29,Burgos,Real Madrid,2,3,15/04/1973,103672800
1563,1972-73,1,29,Deportivo,CD Malaga,1,0,15/04/1973,103672800
1564,1972-73,1,29,Granada,Castellon,1,1,15/04/1973,103672800
1565,1972-73,1,29,Oviedo,Atletico de Bilbao,2,1,15/04/1973,103672800
1566,1972-73,1,29,Valencia,Real Sociedad,1,0,15/04/1973,103672800
1567,1972-73,1,29,Zaragoza,Celta de Vigo,2,2,15/04/1973,103672800
1568,1972-73,1,30,Espanol,Real Madrid,1,0,21/04/1973,104191200
1569,1972-73,1,30,CD Malaga,Valencia,1,1,21/04/1973,104191200
1570,1972-73,1,30,Atletico de Bilbao,Betis,1,1,22/04/1973,104277600
1571,1972-73,1,30,Atletico de Madrid,Burgos,4,2,22/04/1973,104277600
1572,1972-73,1,30,Castellon,Zaragoza,1,1,22/04/1973,104277600
1573,1972-73,1,30,Celta de Vigo,Deportivo,1,0,22/04/1973,104277600
1574,1972-73,1,30,Sporting de Gijon,Granada,2,0,22/04/1973,104277600
1575,1972-73,1,30,Las Palmas,Barcelona,2,1,22/04/1973,104277600
1576,1972-73,1,30,Real Sociedad,Oviedo,1,2,22/04/1973,104277600
1577,1972-73,1,31,Barcelona,Atletico de Madrid,0,0,28/04/1973,104796000
1578,1972-73,1,31,Betis,Real Sociedad,1,1,28/04/1973,104796000
1579,1972-73,1,31,Burgos,Espanol,1,1,28/04/1973,104796000
1580,1972-73,1,31,Deportivo,Castellon,1,1,28/04/1973,104796000
1581,1972-73,1,31,Granada,Las Palmas,1,0,28/04/1973,104796000
1582,1972-73,1,31,Oviedo,CD Malaga,0,0,28/04/1973,104796000
1583,1972-73,1,31,Valencia,Celta de Vigo,1,0,28/04/1973,104796000
1584,1972-73,1,31,Zaragoza,Sporting de Gijon,3,1,28/04/1973,104796000
1585,1972-73,1,31,Real Madrid,Atletico de Bilbao,3,3,09/05/1973,105746400
1586,1972-73,1,32,Atletico de Bilbao,Espanol,1,0,05/05/1973,105400800
1587,1972-73,1,32,Las Palmas,Zaragoza,1,1,05/05/1973,105400800
1588,1972-73,1,32,Atletico de Madrid,Granada,2,1,06/05/1973,105487200
1589,1972-73,1,32,Barcelona,Burgos,2,0,06/05/1973,105487200
1590,1972-73,1,32,Castellon,Valencia,1,3,06/05/1973,105487200
1591,1972-73,1,32,Celta de Vigo,Oviedo,4,2,06/05/1973,105487200
1592,1972-73,1,32,Sporting de Gijon,Deportivo,0,0,06/05/1973,105487200
1593,1972-73,1,32,CD Malaga,Betis,0,0,06/05/1973,105487200
1594,1972-73,1,32,Real Sociedad,Real Madrid,1,1,06/05/1973,105487200
1595,1972-73,1,33,Valencia,Sporting de Gijon,1,0,12/05/1973,106005600
1596,1972-73,1,33,Atletico de Bilbao,Burgos,4,0,13/05/1973,106092000
1597,1972-73,1,33,Betis,Celta de Vigo,1,0,13/05/1973,106092000
1598,1972-73,1,33,Deportivo,Las Palmas,2,2,13/05/1973,106092000
1599,1972-73,1,33,Espanol,Real Sociedad,1,1,13/05/1973,106092000
1600,1972-73,1,33,Granada,Barcelona,0,2,13/05/1973,106092000
1601,1972-73,1,33,Real Madrid,CD Malaga,2,0,13/05/1973,106092000
1602,1972-73,1,33,Oviedo,Castellon,0,0,13/05/1973,106092000
1603,1972-73,1,33,Zaragoza,Atletico de Madrid,1,1,13/05/1973,106092000
1604,1972-73,1,34,CD Malaga,Espanol,0,1,19/05/1973,106610400
1605,1972-73,1,34,Atletico de Madrid,Deportivo,3,1,20/05/1973,106696800
1606,1972-73,1,34,Barcelona,Zaragoza,1,1,20/05/1973,106696800
1607,1972-73,1,34,Burgos,Granada,2,1,20/05/1973,106696800
1608,1972-73,1,34,Castellon,Betis,3,1,20/05/1973,106696800
1609,1972-73,1,34,Celta de Vigo,Real Madrid,3,0,20/05/1973,106696800
1610,1972-73,1,34,Sporting de Gijon,Oviedo,1,0,20/05/1973,106696800
1611,1972-73,1,34,Las Palmas,Valencia,1,0,20/05/1973,106696800
1612,1972-73,1,34,Real Sociedad,Atletico de Bilbao,1,0,20/05/1973,106696800
1613,1972-73,2,1,Cadiz,Sabadell,3,1,02/09/1972,84232800
1614,1972-73,2,1,Sevilla,Tenerife,3,0,02/09/1972,84232800
1615,1972-73,2,1,Mestalla,Murcia,0,0,02/09/1972,84232800
1616,1972-73,2,1,Mallorca,Rayo Vallecano,2,1,03/09/1972,84319200
1617,1972-73,2,1,Cordoba,Logrones,2,1,03/09/1972,84319200
1618,1972-73,2,1,Osasuna,Santander,0,1,03/09/1972,84319200
1619,1972-73,2,1,Barakaldo,Pontevedra,3,0,03/09/1972,84319200
1620,1972-73,2,1,Valladolid,Hercules,1,1,03/09/1972,84319200
1621,1972-73,2,1,Elche,Cultural Leonesa,3,2,03/09/1972,84319200
1622,1972-73,2,1,Sant Andreu,Gimnastic de Tarragona,1,2,03/09/1972,84319200
1623,1972-73,2,2,Gimnastic de Tarragona,Barakaldo,2,0,09/09/1972,84837600
1624,1972-73,2,2,Hercules,Sevilla,1,1,10/09/1972,84924000
1625,1972-73,2,2,Logrones,Cadiz,3,3,10/09/1972,84924000
1626,1972-73,2,2,Pontevedra,Mallorca,1,3,10/09/1972,84924000
1627,1972-73,2,2,Tenerife,Elche,0,0,10/09/1972,84924000
1628,1972-73,2,2,Murcia,Valladolid,2,1,10/09/1972,84924000
1629,1972-73,2,2,Rayo Vallecano,Osasuna,7,0,10/09/1972,84924000
1630,1972-73,2,2,Santander,Cordoba,1,0,10/09/1972,84924000
1631,1972-73,2,2,Cultural Leonesa,Sant Andreu,1,2,10/09/1972,84924000
1632,1972-73,2,2,Sabadell,Mestalla,2,1,10/09/1972,84924000
1633,1972-73,2,3,Cadiz,Santander,0,1,16/09/1972,85442400
1634,1972-73,2,3,Mestalla,Logrones,1,1,16/09/1972,85442400
1635,1972-73,2,3,Elche,Hercules,3,0,17/09/1972,85528800
1636,1972-73,2,3,Barakaldo,Cultural Leonesa,1,2,17/09/1972,85528800
1637,1972-73,2,3,Osasuna,Cordoba,2,2,17/09/1972,85528800
1638,1972-73,2,3,Sevilla,Murcia,1,1,17/09/1972,85528800
1639,1972-73,2,3,Mallorca,Gimnastic de Tarragona,2,0,17/09/1972,85528800
1640,1972-73,2,3,Rayo Vallecano,Pontevedra,2,2,17/09/1972,85528800
1641,1972-73,2,3,Valladolid,Sabadell,1,1,17/09/1972,85528800
1642,1972-73,2,3,Sant Andreu,Tenerife,1,0,17/09/1972,85528800
1643,1972-73,2,4,Logrones,Valladolid,1,2,23/09/1972,86047200
1644,1972-73,2,4,Hercules,Sant Andreu,1,0,24/09/1972,86133600
1645,1972-73,2,4,Gimnastic de Tarragona,Rayo Vallecano,2,0,24/09/1972,86133600
1646,1972-73,2,4,Murcia,Elche,2,0,24/09/1972,86133600
1647,1972-73,2,4,Pontevedra,Osasuna,1,2,24/09/1972,86133600
1648,1972-73,2,4,Santander,Mestalla,2,0,24/09/1972,86133600
1649,1972-73,2,4,Cordoba,Cadiz,2,0,24/09/1972,86133600
1650,1972-73,2,4,Tenerife,Barakaldo,0,0,24/09/1972,86133600
1651,1972-73,2,4,Cultural Leonesa,Mallorca,0,0,24/09/1972,86133600
1652,1972-73,2,4,Sabadell,Sevilla,0,1,24/09/1972,86133600
1653,1972-73,2,5,Osasuna,Cadiz,1,0,01/10/1972,86738400
1654,1972-73,2,5,Mallorca,Tenerife,3,0,01/10/1972,86738400
1655,1972-73,2,5,Elche,Sabadell,1,0,01/10/1972,86738400
1656,1972-73,2,5,Pontevedra,Gimnastic de Tarragona,3,0,01/10/1972,86738400
1657,1972-73,2,5,Mestalla,Cordoba,0,1,01/10/1972,86738400
1658,1972-73,2,5,Barakaldo,Hercules,2,0,01/10/1972,86738400
1659,1972-73,2,5,Valladolid,Santander,0,0,01/10/1972,86738400
1660,1972-73,2,5,Sevilla,Logrones,0,0,01/10/1972,86738400
1661,1972-73,2,5,Rayo Vallecano,Cultural Leonesa,1,1,01/10/1972,86738400
1662,1972-73,2,5,Sant Andreu,Murcia,3,2,01/10/1972,86738400
1663,1972-73,2,6,Cadiz,Mestalla,1,1,07/10/1972,87256800
1664,1972-73,2,6,Gimnastic de Tarragona,Osasuna,1,0,08/10/1972,87343200
1665,1972-73,2,6,Santander,Sevilla,1,0,08/10/1972,87343200
1666,1972-73,2,6,Cordoba,Valladolid,2,3,08/10/1972,87343200
1667,1972-73,2,6,Cultural Leonesa,Pontevedra,1,1,08/10/1972,87343200
1668,1972-73,2,6,Tenerife,Rayo Vallecano,1,0,08/10/1972,87343200
1669,1972-73,2,6,Hercules,Mallorca,2,0,08/10/1972,87343200
1670,1972-73,2,6,Murcia,Barakaldo,6,0,08/10/1972,87343200
1671,1972-73,2,6,Logrones,Elche,0,1,08/10/1972,87343200
1672,1972-73,2,6,Sabadell,Sant Andreu,1,1,08/10/1972,87343200
1673,1972-73,2,7,Sabadell,Cordoba,3,3,15/10/1972,87948000
1674,1972-73,2,7,Tenerife,Valladolid,1,0,15/10/1972,87948000
1675,1972-73,2,7,Gimnastic de Tarragona,Elche,1,1,15/10/1972,87948000
1676,1972-73,2,7,Pontevedra,Sant Andreu,0,0,15/10/1972,87948000
1677,1972-73,2,7,Rayo Vallecano,Barakaldo,2,2,15/10/1972,87948000
1678,1972-73,2,7,Hercules,Mestalla,1,0,15/10/1972,87948000
1679,1972-73,2,7,Cultural Leonesa,Sevilla,1,2,15/10/1972,87948000
1680,1972-73,2,7,Mallorca,Osasuna,1,0,15/10/1972,87948000
1681,1972-73,2,7,Logrones,Santander,0,3,15/10/1972,87948000
1682,1972-73,2,7,Murcia,Cadiz,2,1,15/10/1972,87948000
1683,1972-73,2,8,Sevilla,Cordoba,3,1,22/10/1972,88552800
1684,1972-73,2,8,Mallorca,Murcia,1,0,22/10/1972,88552800
1685,1972-73,2,8,Elche,Santander,1,1,22/10/1972,88552800
1686,1972-73,2,8,Gimnastic de Tarragona,Cultural Leonesa,4,0,22/10/1972,88552800
1687,1972-73,2,8,Barakaldo,Sabadell,1,0,22/10/1972,88552800
1688,1972-73,2,8,Pontevedra,Tenerife,2,1,22/10/1972,88552800
1689,1972-73,2,8,Valladolid,Cadiz,1,0,22/10/1972,88552800
1690,1972-73,2,8,Osasuna,Mestalla,1,0,22/10/1972,88552800
1691,1972-73,2,8,Sant Andreu,Logrones,1,1,22/10/1972,88552800
1692,1972-73,2,8,Rayo Vallecano,Hercules,2,1,16/11/1972,90716400
1693,1972-73,2,9,Cordoba,Elche,1,2,29/10/1972,89157600
1694,1972-73,2,9,Hercules,Pontevedra,2,1,29/10/1972,89157600
1695,1972-73,2,9,Logrones,Barakaldo,1,1,29/10/1972,89157600
1696,1972-73,2,9,Santander,Sant Andreu,1,1,29/10/1972,89157600
1697,1972-73,2,9,Tenerife,Gimnastic de Tarragona,1,0,29/10/1972,89157600
1698,1972-73,2,9,Mestalla,Valladolid,0,0,29/10/1972,89157600
1699,1972-73,2,9,Cadiz,Sevilla,1,1,29/10/1972,89157600
1700,1972-73,2,9,Cultural Leonesa,Osasuna,1,0,29/10/1972,89157600
1701,1972-73,2,9,Murcia,Rayo Vallecano,2,1,29/10/1972,89157600
1702,1972-73,2,9,Sabadell,Mallorca,0,1,29/10/1972,89157600
1703,1972-73,2,10,Gimnastic de Tarragona,Hercules,1,0,05/11/1972,89766000
1704,1972-73,2,10,Mallorca,Logrones,0,0,05/11/1972,89766000
1705,1972-73,2,10,Barakaldo,Santander,0,0,05/11/1972,89766000
1706,1972-73,2,10,Cultural Leonesa,Tenerife,0,0,05/11/1972,89766000
1707,1972-73,2,10,Pontevedra,Murcia,0,1,05/11/1972,89766000
1708,1972-73,2,10,Sevilla,Mestalla,3,0,05/11/1972,89766000
1709,1972-73,2,10,Osasuna,Valladolid,0,0,05/11/1972,89766000
1710,1972-73,2,10,Elche,Cadiz,3,0,05/11/1972,89766000
1711,1972-73,2,10,Rayo Vallecano,Sabadell,3,0,05/11/1972,89766000
1712,1972-73,2,10,Sant Andreu,Cordoba,1,0,05/11/1972,89766000
1713,1972-73,2,11,Santander,Mallorca,1,0,12/11/1972,90370800
1714,1972-73,2,11,Cordoba,Barakaldo,2,0,12/11/1972,90370800
1715,1972-73,2,11,Logrones,Rayo Vallecano,2,0,12/11/1972,90370800
1716,1972-73,2,11,Tenerife,Osasuna,2,0,12/11/1972,90370800
1717,1972-73,2,11,Cadiz,Sant Andreu,6,0,12/11/1972,90370800
1718,1972-73,2,11,Murcia,Gimnastic de Tarragona,3,1,12/11/1972,90370800
1719,1972-73,2,11,Valladolid,Sevilla,1,1,12/11/1972,90370800
1720,1972-73,2,11,Hercules,Cultural Leonesa,3,1,12/11/1972,90370800
1721,1972-73,2,11,Mestalla,Elche,2,3,12/11/1972,90370800
1722,1972-73,2,11,Sabadell,Pontevedra,3,1,12/11/1972,90370800
1723,1972-73,2,12,Rayo Vallecano,Santander,2,0,19/11/1972,90975600
1724,1972-73,2,12,Tenerife,Hercules,3,0,19/11/1972,90975600
1725,1972-73,2,12,Mallorca,Cordoba,2,0,19/11/1972,90975600
1726,1972-73,2,12,Osasuna,Sevilla,1,1,19/11/1972,90975600
1727,1972-73,2,12,Pontevedra,Logrones,1,1,19/11/1972,90975600
1728,1972-73,2,12,Elche,Valladolid,1,2,19/11/1972,90975600
1729,1972-73,2,12,Cultural Leonesa,Murcia,1,3,19/11/1972,90975600
1730,1972-73,2,12,Barakaldo,Cadiz,1,1,19/11/1972,90975600
1731,1972-73,2,12,Gimnastic de Tarragona,Sabadell,2,1,19/11/1972,90975600
1732,1972-73,2,12,Sant Andreu,Mestalla,0,0,19/11/1972,90975600
1733,1972-73,2,13,Logrones,Gimnastic de Tarragona,1,1,26/11/1972,91580400
1734,1972-73,2,13,Valladolid,Sant Andreu,1,1,26/11/1972,91580400
1735,1972-73,2,13,Cadiz,Mallorca,2,0,26/11/1972,91580400
1736,1972-73,2,13,Sevilla,Elche,2,0,26/11/1972,91580400
1737,1972-73,2,13,Hercules,Osasuna,2,0,26/11/1972,91580400
1738,1972-73,2,13,Mestalla,Barakaldo,0,1,26/11/1972,91580400
1739,1972-73,2,13,Murcia,Tenerife,3,0,26/11/1972,91580400
1740,1972-73,2,13,Santander,Pontevedra,1,0,26/11/1972,91580400
1741,1972-73,2,13,Cordoba,Rayo Vallecano,2,0,26/11/1972,91580400
1742,1972-73,2,13,Sabadell,Cultural Leonesa,2,0,26/11/1972,91580400
1743,1972-73,2,14,Gimnastic de Tarragona,Santander,1,0,03/12/1972,92185200
1744,1972-73,2,14,Osasuna,Elche,1,0,03/12/1972,92185200
1745,1972-73,2,14,Mallorca,Mestalla,1,1,03/12/1972,92185200
1746,1972-73,2,14,Hercules,Murcia,0,1,03/12/1972,92185200
1747,1972-73,2,14,Pontevedra,Cordoba,0,0,03/12/1972,92185200
1748,1972-73,2,14,Barakaldo,Valladolid,2,0,03/12/1972,92185200
1749,1972-73,2,14,Cultural Leonesa,Logrones,3,2,03/12/1972,92185200
1750,1972-73,2,14,Rayo Vallecano,Cadiz,1,2,03/12/1972,92185200
1751,1972-73,2,14,Tenerife,Sabadell,1,1,03/12/1972,92185200
1752,1972-73,2,14,Sant Andreu,Sevilla,1,0,03/12/1972,92185200
1753,1972-73,2,15,Elche,Sant Andreu,2,0,10/12/1972,92790000
1754,1972-73,2,15,Cordoba,Gimnastic de Tarragona,1,0,10/12/1972,92790000
